Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
7494950035,HCD4655,NY,PAS,02/08/2017 12:00:00 AM,40,4DSD,TOYOT,T,66030,18630,34130,20171018,94,94,94,357114,T301,E,0143P,,K,O,161,N 4th St,,0,408,C,,YYYYYYY,,,GY,,2015,,2,17,,,,
7494950000,HGM9617,NY,PAS,02/08/2017 12:00:00 AM,14,SUBN,TOYOT,T,66030,19530,18630,20180410,94,94,94,357114,T301,E,0136P,,K,O,139,N 4th St,,0,408,E2,,YYYYYYY,,,BK,,2016,,0,17,,,,
7862039166,25757MJ,NY,COM,02/09/2017 12:00:00 AM,78,PICK,GMC,T,64130,28430,49630,20180831,94,94,94,355553,T802,A,0133A,,K,F,42,Nelson St,,0,408,D,,YYYYYYY,0900P,0500A,WH,,2012,,0,W,,,,
7862039130,EEY1297,NY,PAS,02/09/2017 12:00:00 AM,21,SUBN,HONDA,T,66030,11485,95030,20180904,94,94,94,355553,T802,A,0018A,,K,O,40,N 4th St,,0,408,D1,,Y  Y,1200A,0300A,BLACK,,2006,,0,W,,,,
7862039117,ENE4287,NY,PAS,02/09/2017 12:00:00 AM,21,4DSD,HONDA,T,66030,11485,95030,20190123,94,94,94,355553,T802,A,0016A,,K,O,70,N 4th St,,0,408,D1,,Y  Y,1200A,0300A,GY,,2009,,0,W,,,,
7862039105,BAX6677,NY,PAS,02/09/2017 12:00:00 AM,21,SUBN,CHEVR,T,66030,11485,95030,20170614,94,94,94,355553,T802,A,0015A,,K,O,70,N 4th St,,0,408,D1,,Y  Y,1200A,0300A,GR,,2002,,0,W,,,,
7862039087,FFZ7213,NY,PAS,02/09/2017 12:00:00 AM,21,4DSD,LINCO,T,66030,11485,95030,20170217,94,94,94,355553,T802,A,0013A,,K,O,70,N 4th St,,0,408,E2,,Y  Y,1200A,0300A,BK,,2007,,0,W,,,,
7862039075,EPJ2678,NY,PAS,02/09/2017 12:00:00 AM,40,SUBN,HONDA,T,34130,74130,51530,20170626,94,94,94,355553,T802,A,0003A,,K,F,152,Driggs Ave,,0,408,C,,YYYYYYY,,,RD,,2011,,1,W,,,,
7060223496,6255OJM,NY,COM,02/09/2017 12:00:00 AM,40,DELV,INTER,T,53830,27530,29830,88888888,84,84,84,351338,T301,G,0330P,,K,O,175,Joralemon St,,0,408,E2,,YYYYYYY,,,BROWN,,1997,,2,01,,,,
7862039257,HGL7927,NY,PAS,02/09/2017 12:00:00 AM,40,SUBN,DODGE,T,83930,54100,52130,20180413,83,83,83,355553,T802,A,0313A,,K,O,288,Suydam St,,0,408,E2,,YYYYYYY,,,WH,,2016,,0,W,,,,
7862039221,HLD3212,NY,PAS,02/09/2017 12:00:00 AM,40,4DSD,AUDI,T,53130,25330,93530,20170625,83,83,83,355553,T802,A,0245A,,K,O,198,Jefferson St,,0,408,C,,YYYYYYY,,,BK,,2013,,4,W,,,,
7862039210,HKW9374,NY,PAS,02/09/2017 12:00:00 AM,14,SUBN,INFIN,T,41570,23930,81130,20181006,83,83,83,355553,T802,A,0237A,,K,F,40,Forrest St,,0,408,D,,YYYYYYY,,,WH,,2014,,0,W,,,,
7862039178,GFC6358,NY,PAS,02/09/2017 12:00:00 AM,20,4DSD,NISSA,T,62430,51530,23930,20170226,94,94,94,355553,T802,A,0213A,,K,F,223,Montrose Ave,,0,408,K6,,YYYYYYY,,,WH,,2004,,0,W,,,,
7862039154,HKZ4218,NY,PAS,02/09/2017 12:00:00 AM,20,SUBN,FORD,T,74130,34130,63630,20170831,94,94,94,355553,T802,A,0101A,,K,F,129,Russell St,,0,408,D1,,YYYYYYY,,,BL,,2009,,0,W,,,,
7862039099,HFY7299,NY,PAS,02/09/2017 12:00:00 AM,21,SUBN,GMC,T,66030,11485,95030,20180425,94,94,94,355553,T802,A,0014A,,K,O,70,N 4th St,,0,408,D1,,Y  Y,1200A,0300A,WH,,2016,,0,W,,,,
7862039427,FJX4648,NY,PAS,02/10/2017 12:00:00 AM,71,SUBN,CHRYS,T,41930,41330,69230,20170307,79,79,79,361885,T301,B,0111P,,K,F,34,Franklin Ave,,0,408,I4,,YYYYYYY,,,BK,,2016,,0,06,,,,
7862039397,V72DYV,NJ,PAS,02/10/2017 12:00:00 AM,38,4DSD,TOYOT,T,63030,90130,89730,88888888,88,88,88,361885,T301,B,1142A,,K,O,446B,Myrtle Ave,,0,408,I4,,YYYYYY,0830A,0700P,WHITE,,0,,0,06,,,,
7862039348,EPD2158,NY,PAS,02/10/2017 12:00:00 AM,38,SUBN,TOYOT,T,63030,81630,39330,20170623,88,88,88,361885,T301,B,0930A,,K,F,541,Myrtle Ave,,0,408,E3,,YYYYYY,0830A,0700P,WH,,2006,,0,06,,,,
7862039294,885TEE,WI,PAS,02/10/2017 12:00:00 AM,38,4DSD,TOYOT,T,93250,41145,13230,20170088,88,88,88,361885,T301,B,0820A,,K,O,175,Willoughby St,,0,408,E2,,YYYYYY,0800A,1000P,BLUE,,0,,0,06,,,,
7846746984,GGU8045,NY,PAS,02/27/2017 12:00:00 AM,46,4DSD,DODGE,T,63030,27030,87330,20170514,88,88,88,359313,T301,O,1053A,,K,F,394,Myrtle Ave,,0,408,F1,,,,,WH,,2016,,0,06,,,,
7846740994,21615PB,NY,IRP,02/10/2017 12:00:00 AM,38,TRAC,FRUEH,T,23230,50830,38630,20170830,81,81,81,361830,T301,A,0105P,,K,O,1611,Broadway,,0,408,J2,,YYYYYY,0900A,0700P,BLUE,,2001,,0,11,,,,
7846740969,PF820Y,FL,PAS,02/10/2017 12:00:00 AM,38,4DSD,ACURA,T,23230,47030,90330,20170488,81,81,81,361830,T301,A,1053A,,K,F,1550,Broadway,,0,408,I4,,YYYYYY,0900A,0700P,WHITE,,0,,0,11,,,,
7846740957,FTY6336,NY,PAS,02/10/2017 12:00:00 AM,38,SUBN,CHEVR,T,23230,47030,90330,20171226,81,81,81,361830,T301,A,1049A,,K,O,1547,Broadway,,0,408,I4,,YYYYYY,0900A,0700P,BLACK,,2012,,0,11,,,,
7846740945,480T61MH,NY,COM,02/10/2017 12:00:00 AM,38,SUBN,CHEVR,T,23230,29530,75130,88888888,81,81,81,361830,T301,A,1043A,,K,F,1497,Broadway,,0,408,I3,,YYYYYY,0900A,0700P,WHITE,,0,,0,11,,,,
7846740921,T467515C,NY,OMT,02/10/2017 12:00:00 AM,37,4DSD,LINCO,T,23230,0,0,20170228,81,81,81,361830,T301,A,1032A,1000A,K,I,E,Broadway,15ft S/of Howard Ave,0,408,I4,,YYYYYY,0900A,0700P,BLACK,,2005,319-3090,0,11,,,,
7846740910,VFX9894,VA,PAS,02/10/2017 12:00:00 AM,38,4DSD,CHRYS,T,23230,46230,73050,20170488,81,81,81,361830,T301,A,0919A,,K,F,1318,Broadway,,0,408,I4,,YYYYYY,0900A,0700P,WHITE,,0,,0,11,,,,
7846740908,EVM8790,NY,PAS,02/10/2017 12:00:00 AM,38,4DSD,KIA,T,23230,73110,46230,20170311,81,81,81,361830,T301,A,0917A,,K,F,1308,Broadway,,0,408,I4,,YYYYYY,0900A,0700P,WH,,2013,,0,11,,,,
7846740880,FYX4502,NY,PAS,02/10/2017 12:00:00 AM,71,SUBN,INFIN,T,45930,70030,18950,20180903,81,81,81,361830,T301,A,0909A,,K,F,1038,Greene Ave,,0,408,C,,YYYYYYY,,,GREY,,2006,,0,11,,,,
8039051253,FSK4235,NY,PAS,02/10/2017 12:00:00 AM,38,4DSD,ME/BE,T,81430,89730,26730,20171001,77,77,77,362278,T301,G,0101P,,K,F,458,Sterling Pl,,0,408,I4,,YYYYYY,0830A,0700P,BK,,2015,,0,19,,,,
8039051230,52538MJ,NY,COM,02/10/2017 12:00:00 AM,48,VAN,FORD,T,89730,56030,38430,20181031,77,77,77,362278,T301,G,1248P,,K,O,805,Washington Ave,,0,408,E2,,,,,WH,,2016,,0,19,,,,
8039051228,FWY3950,NY,PAS,02/10/2017 12:00:00 AM,40,SUBN,ACURA,T,38430,18950,86330,20180214,77,77,77,362278,T301,G,1235P,,K,F,17,Eastern Pky,,0,408,I4,,YYYYYYY,,,GY,,2016,,0,19,,,,
8039051204,EVG9107,NY,PAS,02/10/2017 12:00:00 AM,38,SUBN,VOLKS,T,87330,72730,69330,20171023,77,77,77,362278,T301,G,1216P,,K,F,655,Vanderbilt Ave,,0,408,J6,,YYYYYY,0830A,0700P,BLACK,,2010,,0,19,,,,
8039051150,70999MH,NY,COM,02/10/2017 12:00:00 AM,19,VAN,FORD,T,87330,31830,19230,20180427,77,77,77,362278,T301,G,1154A,,K,F,558,Vanderbilt Ave,,0,408,F6,,YYYYYYY,,,BL,,2016,,0,19,,,,
8039051137,99997JG,NY,COM,02/10/2017 12:00:00 AM,53,DELV,INTER,T,87330,31830,19230,20170831,77,77,77,362278,T301,G,1149A,,K,F,560,Vanderbilt Ave,,0,408,J6,,,,,WH,,2004,,0,19,,,,
7864366648,67870MA,NY,COM,02/10/2017 12:00:00 AM,14,DELV,ISUZU,T,73220,27530,29830,20190131,84,84,84,358572,T301,S,0543P,,K,O,163,Remsen St,,0,408,C,,YYYYYYY,,,WHITE,,2011,,0,06,,,,
7864366636,11671JY,NY,CMH,02/10/2017 12:00:00 AM,14,VAN,CHEVR,T,0,0,0,88888888,77,77,77,358572,T301,S,0514P,,K,I,W,Hudson Ave,130ft N/of Fulton St,0,408,I4,,YYYYYYY,,,WHITE,,2007,,0,06,,,,
7864366594,3683058,NH,PAS,02/10/2017 12:00:00 AM,38,SUBN,FORD,T,42730,79030,79430,20170688,77,77,77,358572,T301,S,0403P,,K,F,678,Fulton St,,0,408,C,,YYYYYY,0900A,0700P,BLACK,,0,,0,06,,,,
7864366557,AHE7366,NY,PAS,02/10/2017 12:00:00 AM,74,SUBN,HONDA,T,42730,79430,45930,20170808,77,77,77,358572,T301,S,0342P,,K,F,706,Fulton St,,0,408,I4,,,,,BLUE,,2009,,0,06,,,,
7864366510,70029JZ,NY,COM,02/10/2017 12:00:00 AM,38,VAN,FORD,T,54130,0,0,20180831,77,77,77,358572,T301,S,0244P,,K,I,N,Lafayette Ave,10ft E/of Fort Green,0,408,E2,,YYYYYY,0900A,0700P,WH,,2010,,0,06,,,,
8039051290,HHG8901,NY,PAS,02/10/2017 12:00:00 AM,37,4DSD,BMW,T,89730,80430,72730,20180610,77,77,77,362278,T301,G,0334P,0313P,K,F,688,Washington Ave,,0,408,I3,,YYYYYY,0830A,0700P,GY,,2015,352-3006,0,19,,,,
8039051265,HLA4993,NY,PAS,02/10/2017 12:00:00 AM,37,SUBN,GMC,T,41930,56030,38430,20181025,77,77,77,362278,T301,G,0136P,1249P,K,O,796,Franklin Ave,,0,408,I4,,YYYYYY,0900A,0700P,GREY,,2001,320-3005,0,19,,,,
8039051241,GRU8419,NY,PAS,02/10/2017 12:00:00 AM,38,SUBN,HONDA,T,89730,81430,80330,20180610,77,77,77,362278,T301,G,1256P,,K,O,769,Washington Ave,,0,408,E9,,YYYYYY,0900A,0700P,BLACK,,2011,,0,19,,,,
8039051186,GBC9390,NY,PAS,02/10/2017 12:00:00 AM,71,SUBN,BMW,T,87330,80430,72730,20180822,77,77,77,362278,T301,G,1209P,,K,F,614,Vanderbilt Ave,,0,408,I3,,YYYYYYY,,,BLACK,,2012,,0,19,,,,
8039051174,GYB2724,NY,PAS,02/10/2017 12:00:00 AM,37,4DSD,AUDI,T,87330,80430,72730,20170421,77,77,77,362278,T301,G,1204P,1130A,K,F,637,Vanderbilt Ave,,0,408,C3,,YYYYYY,0830A,0700P,BL,,2015,324-9864,0,19,,,,
7864366600,G44FMP,NJ,PAS,02/10/2017 12:00:00 AM,38,4DSD,AUDI,T,42730,79030,79430,88888888,77,77,77,358572,T301,S,0405P,,K,F,670,Fulton St,,0,408,I4,,YYYYYY,0900A,0700P,RED,,0,,0,06,,,,
7864366582,GRN8920,NY,PAS,02/10/2017 12:00:00 AM,14,SUBN,JEEP,T,47130,79430,79330,20180608,77,77,77,358572,T301,S,0353P,,K,F,95,Hanson Pl,,0,408,J2,,YYYYYYY,,,BLACK,,2015,,0,06,,,,
7864366533,HHP7559,NY,PAS,02/10/2017 12:00:00 AM,38,4DSD,TOYOT,T,42730,54130,79030,20180717,77,77,77,358572,T301,S,0250P,,K,F,650,Fulton St,,0,408,I4,,YYYYYY,0900A,0700P,GY,,2016,,0,06,,,,
7862039403,GLU3850,NY,PAS,02/10/2017 12:00:00 AM,38,SUBN,JEEP,T,63030,74530,45030,20171201,88,88,88,361885,T301,B,1148A,,K,O,504,Myrtle Ave,,0,408,I4,,YYYYYY,0830A,0700P,BL,,2017,,0,06,,,,
7862039373,GNK4247,NY,PAS,02/10/2017 12:00:00 AM,38,VAN,FORD,T,63030,89730,46630,20180309,88,88,88,361885,T301,B,1019A,,K,F,481,Myrtle Ave,,0,408,I4,,YYYYYY,0830A,0700P,WH,,2013,,0,06,,,,
7862039336,GVC2475,NY,PAS,02/10/2017 12:00:00 AM,51,SUBN,FORD,T,81630,69230,63030,20190128,88,88,88,361885,T301,B,0926A,,K,O,100,Steuben St,,0,408,F1,,,,,BK,,2007,,0,06,,,,
7862039312,GHP9127,NY,PAS,02/10/2017 12:00:00 AM,46,4DSD,HONDA,T,81630,69230,63030,20170630,88,88,88,361885,T301,B,0919A,,K,O,70,Steuben St,,0,408,I4,,,,,BLACK,,2011,,0,06,,,,
7862039300,HHT1652,NY,PAS,02/10/2017 12:00:00 AM,38,PICK,DODGE,T,63030,74530,45030,20180623,88,88,88,361885,T301,B,0911A,,K,O,504,Myrtle Ave,,0,408,I4,,YYYYYY,0830A,0700P,BK,,2016,,0,06,,,,
7846740970,GSU6928,NY,PAS,02/10/2017 12:00:00 AM,74,4DSD,HONDA,T,46730,75130,23230,20180720,81,81,81,361830,T301,A,1213P,,K,O,930,Halsey St,,0,408,I4,,,,,BLACK,,2011,,0,11,,,,
7846740891,HFF5137,NY,PAS,02/10/2017 12:00:00 AM,38,PICK,TOYOT,T,23230,45930,55730,20180517,81,81,81,361830,T301,A,0913A,,K,O,1285,Broadway,,0,408,J6,,YYYYYY,0900A,0700P,BLACK,,2006,,0,11,,,,
7846740878,GML3957,NY,PAS,02/10/2017 12:00:00 AM,14,SUBN,FORD,T,73190,54130,87230,20180306,81,81,81,361830,T301,A,0854A,,K,O,63,Malcolm X Blvd,,0,408,E2,,YYYYYYY,0700A,0400P,WHITE,,2007,,0,11,,,,
7846741238,FPY5575,NY,PAS,02/11/2017 12:00:00 AM,71,SUBN,ROVER,T,58330,65730,60430,20170822,94,94,94,361069,T301,D,1238P,,K,F,764,Manhattan Ave,,0,408,J6,,YYYYYYY,,,RD,,2016,,0,17,,,,
7846741226,51013MH,NY,COM,02/11/2017 12:00:00 AM,71,VAN,DODGE,T,58330,60430,24330,20171031,94,94,94,361069,T301,D,1233P,,K,F,802,Manhattan Ave,,0,408,I4,,YYYYYYY,,,WH,,2016,,0,17,,,,
7846741196,FHP3749,NY,PAS,02/11/2017 12:00:00 AM,70,SUBN,ACURA,T,58330,46030,54010,20170209,94,94,94,361069,T301,D,1116A,,K,F,922,Manhattan Ave,,0,408,I4,,YYYYYYY,,,GY,,2015,,0,17,,,,
7846741184,EKR7178,NY,PAS,02/11/2017 12:00:00 AM,38,4DSD,HONDA,T,24330,0,0,20180810,94,94,94,361069,T301,D,1105A,,K,I,S,Calyer St,50ft W/of Manhattan,0,408,D,,YYYYYY,0800A,0700P,RD,,2005,,0,17,,,,
7846741172,6393902,IL,PAS,02/11/2017 12:00:00 AM,20,SUBN,ACURA,T,61130,42030,58330,20170488,94,94,94,361069,T301,D,1049A,,K,F,155,Milton St,,0,408,J3,,YYYYYYY,,,SILVE,,0,,0,17,,,,
7846741160,627437,NY,PAS,02/11/2017 12:00:00 AM,70,4DSD,BUICK,T,58330,61130,46030,20170210,94,94,94,361069,T301,D,1043A,,K,F,887,Manhattan Ave,,0,408,J5,,YYYYYYY,,,BR,,1999,,0,17,,,,
7846741147,EPB3863,NY,PAS,02/11/2017 12:00:00 AM,70,SUBN,MERCU,T,54010,42030,58330,20170201,94,94,94,361069,T301,D,0958A,,K,O,94,Kent St,,0,408,J6,,YYYYYYY,,,BK,,2007,,0,17,,,,
7846741068,RCW54N,NJ,PAS,02/11/2017 12:00:00 AM,38,SUBN,NISSA,T,58330,34730,34430,88888888,94,94,94,361069,T301,D,0848A,,K,F,1077,Manhattan Ave,,0,408,I4,,YYYYYY,0830A,0700P,BLACK,,0,,0,17,,,,
7846741044,6UU652,NY,PAS,02/11/2017 12:00:00 AM,38,VAN,FORD,T,58330,42130,34730,88888888,94,94,94,361069,T301,D,0840A,,K,O,1055,Manhattan Ave,,0,408,I4,,YYYYYY,0800A,0700P,BLUE,,0,,0,17,,,,
7846741020,CBV1953,NY,PAS,02/11/2017 12:00:00 AM,38,SUBN,JEEP,T,58330,51730,45830,88888888,94,94,94,361069,T301,D,0832A,,K,F,1018,Manhattan Ave,,0,408,I4,,YYYYYY,0800A,0700P,BROWN,,0,,0,17,,,,
7846741019,T682636C,NY,OMT,02/11/2017 12:00:00 AM,38,4DSD,CHEVR,T,58330,54010,52830,20170630,94,94,94,361069,T301,D,0825A,,K,F,940,Manhattan Ave,,0,408,I4,,YYYYYY,0800A,0700P,WH,,2013,,0,17,,,,
7494950473,FAJ4003,NY,PAS,02/11/2017 12:00:00 AM,38,4DSD,ACURA,T,45130,73650,48030,20180520,90,90,90,361838,T301,N,1144A,,K,F,292,Grand St,,0,408,I4,,YYYYYY,0900A,0700P,BK,,2004,,0,14,,,,
7494950461,FXW4290,NY,PAS,02/11/2017 12:00:00 AM,38,SUBN,VOLKS,T,48030,78130,78230,20180626,90,90,90,361838,T301,N,1140A,,K,F,140,Havemeyer St,,0,408,E2,,YYYYYY,0800A,0700P,GR,,1993,,0,14,,,,
7494950424,T617165C,NY,OMT,02/11/2017 12:00:00 AM,40,SUBN,TOYOT,T,78930,95030,19530,20170331,90,90,90,361838,T301,N,1015A,,K,F,56,S 10th St,,0,408,J6,,YYYYYYY,,,BK,,2012,,8,14,,,,
7494950400,FZH4653,NY,PAS,02/11/2017 12:00:00 AM,71,SUBN,LEXUS,T,33030,18630,18630,20180731,90,90,90,361838,T301,N,0959A,,K,F,97,Division Ave,,0,408,C,,YYYYYYY,,,GY,,2016,,0,14,,,,
7494950370,DWW9750,NY,PAS,02/11/2017 12:00:00 AM,71,SUBN,TOYOT,T,27630,53933,18630,20190101,90,90,90,361838,T301,N,0943A,,K,F,113,Clymer St,,0,408,J3,,YYYYYYY,,,BL,,2014,,0,14,,,,
7494950321,EVZ4711,OH,PAS,02/11/2017 12:00:00 AM,40,4DSD,VOLVO,T,49430,58730,47430,20170988,90,90,90,361838,T301,N,0827A,,K,F,293,Hewes St,,0,408,E2,,YYYYYYY,,,GREY,,0,,4,14,,,,
8039051538,DVS9847,NY,PAS,02/11/2017 12:00:00 AM,38,SUBN,VOLKS,T,58330,24330,65530,20181028,94,94,94,357064,T301,H,0201P,,K,F,830,Manhattan Ave,,0,408,I3,,YYYYYY,0800A,0700P,GY,,2016,,0,17,,,,
8039051484,90044MG,NY,COM,02/11/2017 12:00:00 AM,40,DELV,,T,51930,58330,59640,20170831,90,90,90,357064,T301,H,0100P,,K,O,141,India St,,0,408,E5,,YYYYYYY,,,WH,,2004,,0,17,,,,
8039051460,493LDE,CT,PAS,02/11/2017 12:00:00 AM,38,4DSD,BUICK,T,46030,42030,58330,20080688,90,90,90,357064,T301,H,1252P,,K,F,136,Greenpoint Ave,,0,408,I4,,YYYYYY,0830A,0700P,TAN,,0,,0,17,,,,
8039051411,XDKS16,NJ,PAS,02/11/2017 12:00:00 AM,19,VAN,FORD,T,46030,42030,58330,88880088,90,90,90,357064,T301,H,1242P,,K,F,94,Greenpoint Ave,,0,408,C3,,YYYYYYY,,,WHITE,,0,,0,17,,,,
8039051344,5CR1382,MD,PAS,02/11/2017 12:00:00 AM,20,4DSD,CHEVR,T,60430,58330,55430,20181288,90,90,90,357064,T301,H,1224P,,K,F,112,Meserole Ave,,0,408,I4,,YYYYYYY,,,BLACK,,0,,0,17,,,,
8039051332,EGE9782,NY,PAS,02/11/2017 12:00:00 AM,38,SUBN,HONDA,T,58330,65730,60430,20180218,90,90,90,357064,T301,H,1221P,,K,F,738,Manhattan Ave,,0,408,C,,YYYYYY,0800A,0700P,BK,,2013,,0,17,,,,
8039051320,34916PC,NY,IRP,02/11/2017 12:00:00 AM,14,TK,HIN,T,58330,18630,65730,20170331,90,90,90,357064,T301,H,1215P,,K,F,650,Manhattan Ave,,0,408,J3,,YYYYYYY,,,WH,,2015,,0,17,,,,
8039051307,FGP6830,NY,PAS,02/11/2017 12:00:00 AM,20,4DSD,BMW,T,65930,19530,18630,20181209,90,90,90,357064,T301,H,1158A,,K,O,155,N 3rd St,,0,408,I3,,YYYYYY,0700A,0600P,WH,,2016,,0,17,,,,
7864366831,T705271C,NY,OMT,02/11/2017 12:00:00 AM,37,4DSD,TOYOT,T,44930,87630,62530,20170731,90,90,90,363998,T301,C,1258P,1155A,K,F,68,Graham Ave,,0,408,J6,,YYYYYY,0830A,0700P,GY,,2014,319-3020,0,15,,,,
7864366788,60971JT,NY,COM,02/11/2017 12:00:00 AM,70,VAN,FORD,T,59730,58330,44930,20170205,90,90,90,363998,T301,C,1212P,,K,F,118,McKibbin St,,0,408,I3,,YYYYYYY,,,WHITE,,2008,,0,15,,,,
7864366776,79286MH,NY,COM,02/11/2017 12:00:00 AM,37,PICK,FORD,T,62530,44930,51530,20180630,90,90,90,363998,T301,C,1202P,1130A,K,F,106,Moore St,,0,408,I3,,YYYYYY,0830A,0700P,BL,,1995,319-3034,0,15,,,,
7864366752,CXR4763,NY,PAS,02/11/2017 12:00:00 AM,38,SUBN,HONDA,T,62530,44930,51530,20180530,90,90,90,363998,T301,C,1156A,,K,F,109,Moore St,,0,408,I3,,YYYYYY,0800A,0700P,BLUE,,2004,,0,15,,,,
7864366740,70141MH,NY,COM,02/11/2017 12:00:00 AM,37,PICK,FORD,T,62530,44930,51530,20180508,90,90,90,363998,T301,C,1152A,1145A,K,F,91,Moore St,,0,408,I4,,YYYYYY,0800A,0700P,BL,,2006,319-3033,0,15,,,,
7864366703,168VLX,KY,PAS,02/11/2017 12:00:00 AM,38,4DSD,TOYOT,T,44930,23230,31950,20171288,90,90,90,363998,T301,C,1028A,,K,F,7,Graham Ave,,0,408,I4,,YYYYYY,0800A,0700P,SILVE,,0,,0,15,,,,
7864366650,PZM6479,GA,PAS,02/11/2017 12:00:00 AM,38,SUBN,BUICK,T,76130,58330,44930,20171288,90,90,90,363998,T301,C,0954A,,K,F,97,Seigel St,,0,408,C,,YYYYYY,0900A,0700P,BROWN,,0,,0,15,,,,
8039051587,GTP8956,NY,PAS,02/11/2017 12:00:00 AM,38,2DSD,SMART,T,58330,54010,52830,20180930,94,94,94,357064,T301,H,0459P,,K,F,926,Manhattan Ave,,0,408,D,,YYYYYY,0800A,0700P,GY,,2015,,0,17,,,,
8039051575,GCG3999,NY,PAS,02/11/2017 12:00:00 AM,20,4DSD,TOYOT,T,51930,0,0,20181115,94,94,94,357064,T301,H,0411P,,K,I,W,India St,30ft N/of West St,0,408,D,,YYYYYYY,,,BLACK,,0,,0,17,,,,
8039051551,HFF5773,NY,PAS,02/11/2017 12:00:00 AM,20,SUBN,MAZDA,T,24330,58330,55430,20180530,94,94,94,357064,T301,H,0207P,,K,O,191,Calyer St,,0,408,D,,YYYYYY,0800A,0600P,WH,,0,,0,17,,,,
8039051540,GDM7895,PA,PAS,02/11/2017 12:00:00 AM,20,4DSD,ACURA,T,24330,58330,55430,20160288,94,94,94,357064,T301,H,0205P,,K,O,191,Calyer St,,0,408,I4,,YYYYYY,0800A,0600P,GREY,,0,,0,17,,,,
8039051496,HAW9569,NY,PAS,02/11/2017 12:00:00 AM,37,SUBN,MAZDA,T,58330,51730,45830,20170913,90,90,90,357064,T301,H,0103P,1253P,K,F,1012,Manhattan Ave,,0,408,E2,,YYYYYY,0800A,0700P,BL,,2004,347-3010,0,17,,,,
8039051472,GNY3826,NY,PAS,02/11/2017 12:00:00 AM,50,4DSD,VOLKS,T,0,0,0,20180722,90,90,90,357064,T301,H,1255P,,K,I,N,Manhattan Ave,0ft W/of Kent St,0,408,I4,,,,,GY,,2006,,0,17,,,,
8039051447,GYK4968,PA,PAS,02/11/2017 12:00:00 AM,38,SUBN,CHEVR,T,46030,42030,58330,20170488,90,90,90,357064,T301,H,1249P,,K,F,123,Greenpoint Ave,,0,408,I4,,YYYYYY,0800A,0700P,RED,,0,,0,17,,,,
8039051423,JZH7262,PA,PAS,02/11/2017 12:00:00 AM,38,4DSD,HONDA,T,46030,42030,58330,20170388,90,90,90,357064,T301,H,1246P,,K,F,117,Greenpoint Ave,,0,408,C3,,YYYYYY,0800A,0700P,BLACK,,0,,0,17,,,,
8039051393,HKR5866,NY,PAS,02/11/2017 12:00:00 AM,19,VAN,FORD,T,42030,65530,61130,20180930,90,90,90,357064,T301,H,1237P,,K,F,114,Franklin St,,0,408,E2,,YYYYYYY,,,BK,,2016,,0,17,,,,
8039051370,GMD3875,NY,PAS,02/11/2017 12:00:00 AM,40,4DSD,DODGE,T,65530,42030,57030,20171206,90,90,90,357064,T301,H,1233P,,K,F,141,Noble St,,0,408,D,,YYYYYYY,,,BL,,2016,,5,17,,,,
8039051368,HCE5811,NY,PAS,02/11/2017 12:00:00 AM,20,SUBN,ACURA,T,65530,57030,58330,20171001,90,90,90,357064,T301,H,1231P,,K,O,150,Noble St,,0,408,E2,,YYYYYYY,,,GY,,2016,,0,17,,,,
8039051356,GLB9578,NY,PAS,02/11/2017 12:00:00 AM,40,SUBN,AUDI,T,65530,0,0,20171115,90,90,90,357064,T301,H,1229P,,K,I,W,Noble St,20ft S/of Manhattan,0,408,D,,YYYYYYY,,,GY,,2011,,0,17,,,,
8039051319,GUM7996,NY,PAS,02/11/2017 12:00:00 AM,70,2DSD,SMART,T,57030,34130,18630,20161130,90,90,90,357064,T301,H,1209P,,K,F,836,Lorimer St,,0,408,D,,YYYYYYY,,,GY,,2015,,0,17,,,,
7864366818,GYR2654,NY,PAS,02/11/2017 12:00:00 AM,71,SUBN,FORD,T,58330,59730,20130,20170723,90,90,90,363998,T301,C,1228P,,K,F,84,Manhattan Ave,,0,408,J3,,YYYYYYY,,,GY,,2006,,0,15,,,,
7864366806,HMV9727,NY,PAS,02/11/2017 12:00:00 AM,70,SUBN,JEEP,T,58330,59730,20130,20170111,90,90,90,363998,T301,C,1224P,,K,F,94,Manhattan Ave,,0,408,J6,,YYYYYYY,,,WHITE,,2016,,0,15,,,,
7864366790,GMT8047,NY,PAS,02/11/2017 12:00:00 AM,71,4DSD,HONDA,T,59730,58330,44930,20180130,90,90,90,363998,T301,C,1217P,,K,F,100,McKibbin St,,0,408,J3,,YYYYYYY,,,GREY,,0,,0,15,,,,
7864366764,GMJ6288,NY,PAS,02/11/2017 12:00:00 AM,37,SUBN,NISSA,T,62530,44930,51530,20180118,90,90,90,363998,T301,C,1159A,1142A,K,F,102,Moore St,,0,408,I4,,YYYYYY,0830A,0700P,WH,,2017,319-3032,0,15,,,,
